,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1444,2Z3IaUbfcS8oqxmipQTkGh,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),La aparecida,22,276906,False,0.539,0.372,7,-8.864,1,0.0304,0.853,0.0299,0.106,0.313,147.078,3,afrobeat
1445,3Wgg2Se9D2QL9I3oR8GUy8,Ebo Taylor,Love & Death,Mizin,22,312419,False,0.808,0.841,8,-5.99,1,0.048,0.402,0.00048,0.185,0.891,106.477,4,afrobeat
1446,6ycLgWUCewpOvJfLmwCcBx,Calle 13,Pa'l Norte (Beauty Brain Remix),Pa'l Norte - Beauty Brain Remix,23,266432,False,0.791,0.835,3,-6.807,0,0.0584,0.0223,0.234,0.0506,0.8,140.027,4,afrobeat
1447,00hPnVmMynXSUIeIXapFZE,Jackie Mittoo,The Keyboard King at Studio One,Reggae Rock,22,117733,False,0.752,0.451,5,-9.922,0,0.0544,0.368,0.396,0.124,0.886,81.468,4,afrobeat
1448,01zkbVsJQrtL1kwefeULG8,Juanafé,Afrorumba Chilenera,El Que Te Quiere Te Quiere,21,211576,False,0.722,0.904,7,-5.661,1,0.157,0.451,1.19e-06,0.0949,0.783,93.94,4,afrobeat
1449,3VhI9Y8WXoKSME4BBgUnWx,Metá Metá,Metá Metá,Ora Iê Iê O,21,152372,False,0.682,0.815,11,-7.55,0,0.062,0.528,0.0,0.0995,0.964,106.068,4,afrobeat
1450,4YEU9N2XAE0DfUwxWI5ijA,Jorge Drexler,Eco,Todo se transforma,63,217146,False,0.761,0.488,9,-7.326,1,0.043,0.199,0.00236,0.0864,0.682,100.024,4,afrobeat
1451,6J0HEZmMPkLGLljiW3mBJZ,El Michels Affair,Adult Themes,Villa,48,165735,False,0.503,0.733,11,-7.272,1,0.188,0.676,0.809,0.0983,0.377,167.935,4,afrobeat
1452,0rnDmgcZvn9WPsOPqHbt16,Osibisa,Ojah Awake,Ojah Awake,9,296093,False,0.581,0.709,2,-13.307,1,0.0436,0.0268,0.232,0.0398,0.816,132.096,4,afrobeat
1453,0iHvpSHYsp4tSrYlvgEh7l,Greyboy;Nino Moschella,15 Years of West Coast Cool,Love,53,216080,False,0.851,0.414,11,-8.518,0,0.0314,0.0498,0.00135,0.11,0.581,102.807,4,afrobeat
1454,5r2cbcTE0HhvRO2avP8GAh,Rex Williams,Nigeria 70 - Lagos Jump,You Are My Heart,46,193000,False,0.675,0.681,7,-7.458,1,0.0364,0.481,0.0232,0.225,0.604,97.442,4,afrobeat
1455,4Ic3yQiH5UmyyevTsp08tY,Akalé Wubé;Manu Dibango,Sost,Anbessa,49,221720,False,0.82,0.473,10,-7.3,0,0.0454,0.293,0.861,0.136,0.645,120.066,4,afrobeat
1456,6btBxRX5cmgzNw2uCNUU2K,The Budos Band,V,Old Engine Oil,40,191213,False,0.366,0.91,2,-6.157,1,0.0415,0.00119,0.834,0.101,0.322,92.94,4,afrobeat
1457,7E1qzc9yPdkNnwcrsDc2K2,Ilover,Amoureux,Amoureux,20,228115,False,0.703,0.859,6,-3.991,1,0.0752,0.222,0.0,0.174,0.867,82.069,4,afrobeat
1458,4rEp8rVONwpPNdFyYzRw0H,Limoblaze;Dj Horphuray,Afrobeats Rap and Jesus,Your Love,42,224208,False,0.795,0.719,6,-4.791,1,0.0642,0.115,0.0051,0.0525,0.958,110.02,4,afrobeat
1459,6tkSDxoNHMQ6eoeJGB2Q22,Cymande,Cymande,Bra,47,306360,False,0.676,0.769,7,-10.142,1,0.0535,0.00545,0.0256,0.131,0.891,117.733,4,afrobeat
1460,6CXjlzqcrZgKH8j3UhVm4y,Sarah Téibo;Jason Nicholson-Porter;Tehillah Daniels,Keep Walking,Like a Child,20,246596,False,0.631,0.703,9,-6.242,0,0.226,0.0209,0.0,0.267,0.611,90.066,4,afrobeat
1461,04MBRGMFYIHMwepawOcf2Z,Morbo y Mambo,Muta,Bs80,20,220550,False,0.484,0.783,11,-7.923,0,0.0313,0.0119,0.899,0.103,0.77,164.006,4,afrobeat
1462,4WflBT5aJpDmDZUx9ILewW,Caê,Brasil Novo,Bim-Bim-Bim,20,195891,False,0.778,0.76,7,-6.408,1,0.044,0.521,0.0747,0.175,0.895,122.108,4,afrobeat
1463,28HE2hcTggk9F46G9Ra6PY,Ali Farka Touré,Talking Timbuktu (with Ry Cooder),Bonde (with Ry Cooder),11,328826,False,0.514,0.532,2,-17.026,1,0.0936,0.712,0.00523,0.0816,0.553,113.821,4,afrobeat
1464,3vkQehpUmpIPXNeuQeFeDC,Sarah Téibo,Never Leave Me,Never Leave Me,19,187000,False,0.723,0.558,5,-7.514,0,0.027,0.344,1.4e-06,0.115,0.547,103.983,4,afrobeat
1465,6K8y9WcUbgv0j7RGceHvym,Tony Allen,Afrobeat Makers (Tony Allen Rhythms Revisited),Ikeja Roads,48,160948,False,0.777,0.598,2,-13.803,0,0.0412,0.023,0.89,0.106,0.684,100.007,4,afrobeat
1466,7bH0vuNH2UMpgJ57reuEr1,Orquestra Voadora,Revoar,Revoar,21,271189,False,0.413,0.744,3,-9.798,0,0.0694,0.24,0.602,0.109,0.963,88.561,4,afrobeat
1467,0uln709ghU7gvFT38aIOqq,TBabz;Naffymar,Original Joy,Original Joy,20,177272,False,0.79,0.502,2,-8.194,1,0.125,0.237,2.03e-05,0.22,0.59,87.996,4,afrobeat
1468,1kCEEv2VBnskoFDUCY0egw,Nomade Orquestra,Na Terra das Primaveras,Ginga Ponteiro in Versão,19,320058,False,0.809,0.677,11,-4.825,0,0.0335,0.166,0.92,0.0542,0.875,110.001,4,afrobeat
1469,6kmxXd854XIWqAM3Foa8Ox,Jaron Nurse,Tell Somebody Bout Jesus,Tell Somebody Bout Jesus,19,195000,False,0.668,0.612,11,-7.168,0,0.219,0.0712,0.0,0.105,0.722,82.861,4,afrobeat
1470,6r1qi0ljLHnb7mOiE83au7,Bantunagojeje,Abre-Caminho,Abre-Caminho,19,226095,False,0.572,0.73,1,-12.687,1,0.0392,8.14e-05,0.822,0.105,0.815,129.706,4,afrobeat
1471,6k0gBOHRIUoRU5NxUPq1uO,BaianaSystem,ATO 1: Navio Pirata,Raminho,21,78390,False,0.548,0.691,7,-8.069,0,0.0404,0.917,0.00683,0.338,0.92,145.933,3,afrobeat
1472,62vanxxd2ya187PcF6Pc59,The Sound Stylistics,Greasin The Wheels,KNUCKLEHEAD,21,333986,False,0.688,0.897,0,-5.623,1,0.0311,0.467,0.706,0.0332,0.942,113.784,4,afrobeat
1473,5utbwhNY1zcrYkqEFWvMkx,The Soul Snatchers,Unique's New Testament of Funk (The Definite Collection),Sniffin' & Snatchin',21,215800,False,0.785,0.862,7,-7.252,1,0.059,0.016,0.947,0.108,0.682,106.052,4,afrobeat
1474,4pjyykvlKHC8wBUmRxEvcy,Vaudou Game,Otodi,Pas la peine,20,214272,False,0.82,0.788,0,-5.81,1,0.0392,0.0599,1.52e-05,0.222,0.8,122.712,4,afrobeat
1475,0JrylPRXs9uPGmp2KjON40,Kiko Dinucci e Bando Afro Macarrônico,Pastiche Nago,Santa Bamba,19,208013,False,0.734,0.463,11,-9.349,1,0.0395,0.695,0.000153,0.112,0.828,85.988,4,afrobeat
1476,0ln5lNsSNM69EJSUjxZEIE,Breakestra,Joyful Noise,Posed To Be - Instrumental,21,213666,False,0.783,0.864,11,-8.554,0,0.0388,0.00106,0.868,0.166,0.687,104.356,4,afrobeat
1477,79dawNsHM3DBoGwkzeMeXf,Criolo,Duas de Cinco,Duas de Cinco,20,224880,False,0.658,0.718,5,-8.128,0,0.076,0.0446,0.0036,0.2,0.514,80.112,4,afrobeat
1478,2PLzuEn3jAK5NkSZ0wGe8m,Criolo,Nó na Orelha (Instrumental),Subirusdoistiozin (Instrumental),19,210280,False,0.787,0.385,1,-7.672,1,0.0566,0.0194,0.879,0.208,0.448,86.456,4,afrobeat
1479,2sxfEN8hXpVuT71WHTrmGp,Romperayo,Romperayo,Tuntuna Rebajada,20,241375,False,0.7,0.713,6,-9.615,1,0.0357,0.834,0.936,0.106,0.934,83.493,4,afrobeat
1480,50OIIM4GNp5iidK4fPlthO,Jorge Drexler,Al Otro Lado Del Río (342 Amazônia ao Vivo no Circo Voador),Al Otro Lado Del Río (342 Amazônia ao Vivo no Circo Voador),21,189386,False,0.705,0.435,7,-12.185,1,0.0927,0.597,0.00149,0.933,0.535,124.705,4,afrobeat
1481,50Jrmqeu2Ko23HjJygRjbU,Star Feminine Band,Star Feminine Band,Femme africaine,21,224568,False,0.517,0.834,2,-6.918,1,0.0676,0.13,0.627,0.0894,0.871,113.778,3,afrobeat
1482,6ERSeYdw1JMv58g3CHrOQU,Lack Of Afro,This Time,The Importance of Elsewhere,21,243186,False,0.795,0.727,4,-9.737,1,0.0494,0.155,0.0112,0.131,0.826,108.036,4,afrobeat
1483,5HJzIQ6RNQpuyy50wvQ8Ux,Plastilina Mosh,Mjlm,Mjlm,23,240466,False,0.739,0.854,1,-3.464,1,0.0738,0.133,8.09e-06,0.16,0.792,126.39,4,afrobeat
1484,7eG4wGLxKZmNtMKfaSVM4a,Samuca e a Selva,Jussara,Jussara,19,226642,False,0.806,0.685,9,-5.217,1,0.0578,0.0521,0.0,0.0662,0.967,104.011,4,afrobeat
1485,7HGpejbjHQb4WE5VFKuAfm,The Budos Band,The Budos Band EP,The Proposition,21,172506,False,0.507,0.905,5,-7.304,0,0.0629,0.0967,0.431,0.369,0.579,97.327,4,afrobeat
1486,5gnfa0m0V9BPc4txlYtB9E,BaianaSystem,Terapia,Amendoim Pão de Mel,22,206349,False,0.648,0.855,2,-6.381,1,0.0487,0.0218,0.0472,0.172,0.698,148.022,4,afrobeat
1487,4FKbTVcxnC3u2Cq2Bam1xP,Orchestra Baobab,"La belle époque, Vol. 2: 1973-1976",Aduna Diaroul Niawo,21,257906,False,0.585,0.6,7,-4.554,0,0.0605,0.603,3.9e-06,0.126,0.816,85.91,4,afrobeat
1488,6kChpaCoPoh7WY84iSpWk9,Greatman Takit,Energy (Afropop Gospel Vol 1),Story,20,190546,False,0.845,0.849,8,-5.77,0,0.163,0.711,0.0,0.329,0.808,106.873,4,afrobeat
1489,5SeUD53c2e4fyuHZ7cPOyM,The New Mastersounds;Eddie Roberts,The Deplar Effect,Georgie Famous,22,218106,False,0.442,0.804,11,-9.555,0,0.0806,0.0115,0.854,0.162,0.589,150.144,4,afrobeat
1490,2sSxCkBPaHbTlbLUdO7v6X,Samuca e a Selva,Ditados Populares Dançantes,Reflertar,19,198722,False,0.663,0.478,0,-8.649,0,0.0279,0.114,0.000515,0.124,0.386,149.957,4,afrobeat
1491,5MYEsQRQLp9H82wBUHq8cP,Los Amigos Invisibles,Commercial,Burundanga,22,299400,False,0.759,0.914,9,-7.616,1,0.0374,0.0186,0.803,0.342,0.727,109.998,4,afrobeat
1492,5TgyYzvxGsPAQwcdpY5f5X,Jorge Drexler,Cara B,Fractura de escafoides tarsiano derecho - Cara B,21,208026,False,0.481,0.442,7,-20.759,1,0.868,0.507,0.0139,0.983,0.709,151.445,4,afrobeat
1493,6vCaE0f8dWkjgytfnTka9v,The Budos Band,The Budos Band III,Mark of the Unnamed,21,239693,False,0.622,0.797,7,-8.958,0,0.0312,0.117,0.909,0.16,0.795,114.822,4,afrobeat
1494,6wWH1NP5tx5nogRyrD4EbT,Euforquestra;Kyle Hollingsworth,Fire,Instant Coffee (feat. Kyle Hollingsworth),19,306200,False,0.717,0.777,5,-4.229,1,0.0744,0.239,0.725,0.162,0.792,101.941,4,afrobeat
1495,29CBLtJrvyVxdJ41seRiZp,The New Mastersounds,Out On the Faultline,You Mess Me Up,22,128973,False,0.573,0.995,7,-3.365,1,0.0621,0.116,0.972,0.176,0.921,98.171,4,afrobeat
1496,6ktAmfgWeLggafxIDw374F,BaianaSystem;BNegão,BaianaSystem,Systema Fobica,22,394840,False,0.795,0.63,11,-9.01,0,0.1,0.119,3.42e-05,0.0663,0.343,93.006,4,afrobeat
1497,09z2Sw68BabiCQ4ZEKjPfu,Orquestra Brasileira de Música Jamaicana,#10,Cotidiano,21,208885,False,0.803,0.661,1,-10.578,0,0.0369,0.544,0.402,0.0563,0.96,140.018,4,afrobeat
1498,3cYQvXCTPcolOTsDSTfV0j,Jackie Mittoo,Keyboard King at Studio One,Henry the Great,20,212493,False,0.937,0.5,7,-11.622,1,0.198,0.544,0.861,0.104,0.711,101.665,4,afrobeat
1499,7dfQM5NkuXIuUOGojEhjNd,Los Amigos Invisibles,Super Pop Venezuela,All Day Today,22,263320,False,0.75,0.932,7,-5.68,1,0.0718,0.00341,0.0823,0.344,0.82,124.012,4,afrobeat
1500,1jlKdNbOA90rjnt88GJnwO,Calle 13,Entren Los Que Quieran,La Vuelta Al Mundo,70,234133,False,0.748,0.538,0,-9.943,1,0.222,0.159,1.62e-06,0.167,0.779,124.974,4,afrobeat
1501,3lB31lvF4GEwKwMgFWwCJ7,Letta Mbulu,In The Music The Village Never Ends,Nomalizo,51,311866,False,0.86,0.41,9,-13.625,0,0.0473,0.306,0.000669,0.0424,0.653,98.269,4,afrobeat
1502,6GL0fX7lcTWiWqdCocOLk7,Eben,Victory,Victory,41,230505,False,0.751,0.697,2,-3.45,1,0.111,0.372,0.0,0.149,0.879,125.924,4,afrobeat
1503,3JIKbZm4XjwM2BcuK5pSHw,Ali Farka Touré;Toumani Diabaté,Ali & Toumani,Sabu Yerkoy,10,248986,False,0.599,0.364,4,-12.63,1,0.0333,0.787,0.0658,0.0614,0.697,81.317,4,afrobeat
1504,1W6txMoK3kxBkc5IttrwiA,The Dynamics,Version Excursions,Move on Up,53,359213,False,0.836,0.709,11,-9.135,0,0.0352,0.154,0.392,0.0894,0.969,145.952,4,afrobeat
1505,3RZoPvPHZsPTTc94DfWSCL,Fela Kuti,Zombie,Zombie,41,745653,False,0.672,0.942,2,-5.145,0,0.186,0.386,0.0142,0.384,0.574,131.45,4,afrobeat
1506,3bMQUvGEAib8rYvKWWKu9m,Ikebe Shakedown,Stone by Stone,Dram,50,243693,False,0.595,0.765,6,-8.626,0,0.0574,0.056,0.851,0.169,0.736,149.58,4,afrobeat
1507,5GMhgIyKbUlcw05h394yvl,El Michels Affair;Piya Malik,Yeti Season (Deluxe Version),Murkit Gem,42,192404,False,0.536,0.632,3,-10.067,0,0.0641,0.599,0.921,0.159,0.566,117.796,4,afrobeat
1508,1lwEMGPkTdq4DezUUS36cS,Matata,Feelin' Funky,Gimme Some Lovin',20,170026,False,0.831,0.658,10,-12.597,0,0.054,0.415,0.0297,0.148,0.961,116.698,4,afrobeat
1509,7dTzsEPl84MJwS9Nj4M2IM,Jungle Fire,Beats & Culture (BNC002),Snake Pit - Stove Mix,19,245818,False,0.806,0.716,0,-5.483,1,0.081,0.14,0.892,0.182,0.87,124.778,4,afrobeat
1510,2Z6Vb2vK1IBI6RTnqCbeCA,The Dynamics,Version Excursions,Rock It,19,189920,False,0.814,0.824,2,-9.559,1,0.036,0.219,0.898,0.0869,0.902,129.01,4,afrobeat
1511,66EEMEodoRLzZ4grinLinM,Buyepongo,Túmbalo,Musica Alegre,19,288733,False,0.794,0.736,2,-5.008,1,0.0872,0.27,0.000972,0.0734,0.872,126.032,4,afrobeat
1512,3tAJQ21Hp60pa9qImKcjOl,Voilaaa;Lass,Des Promesses,Mandjou,19,323278,False,0.843,0.801,6,-8.712,0,0.0385,0.0195,0.116,0.12,0.908,116.017,4,afrobeat
1513,3NGkNPtXtTXV5VqiLpGgLd,BaianaSystem;Bule Bule;Rapadura,ATO 3: América do Sol,Oxe,21,198466,False,0.793,0.913,7,-3.816,0,0.116,0.324,3.25e-06,0.092,0.533,108.013,4,afrobeat
1514,0RDBflsJy6WW3dB88RHRR5,QUITAPENAS,Tranquilidad,Tranquilidad,19,209723,False,0.555,0.904,2,-7.099,0,0.0543,0.0734,0.0178,0.307,0.932,146.4,4,afrobeat
1515,6hFPFh4rr1gJiO6JE1BVbD,Oba Reengy,Aware,Increase Comes From You,19,168030,False,0.811,0.37,10,-10.857,0,0.238,0.369,0.433,0.108,0.549,112.012,3,afrobeat
1516,6e5hyCF3qVFEtPm7QsRiw1,Plastilina Mosh,Hola Chicuelos,Magic Fever,22,291373,False,0.61,0.808,6,-5.957,1,0.0549,0.0952,0.44,0.362,0.556,137.086,4,afrobeat
1517,66K7mJTgNut9ID8UHFs3V7,Lack Of Afro;Wayne Gidden,This Time,A Time For,21,274720,False,0.642,0.673,10,-9.835,1,0.0497,0.404,0.000119,0.139,0.835,93.881,4,afrobeat
1518,2tj57Lw8MfcLdnYis7zWne,Ikebe Shakedown,Kings Left Behind,Unqualified,19,204853,False,0.599,0.907,6,-5.236,0,0.0299,0.101,0.394,0.285,0.866,122.843,4,afrobeat
1519,6RrPNGP67F2mH28EPxqmGY,Ricardo Lemvo,Shall We Salsa,Africa Havana Paris,19,295333,False,0.756,0.629,0,-8.176,0,0.0348,0.608,2.93e-05,0.0976,0.932,156.029,4,afrobeat
1520,2SrhBEuMawaayICmckMdlM,Los Amigos Invisibles,Arepa 3000,Mami Te Extraño,22,201080,False,0.806,0.561,9,-6.081,0,0.0556,0.0517,0.0102,0.7,0.808,135.02,4,afrobeat
1521,1QmgrcZquzAfW1OMALh1yb,Lafayette Afro Rock Band,Malik,Conga - Remastered,19,301617,False,0.705,0.83,2,-9.266,1,0.0946,0.0659,0.00445,0.078,0.602,119.099,4,afrobeat
1522,0AAk1eycDCCsCe3AP7NKhq,The New Mastersounds;Eddie Roberts;Lamar Williams Jr.,The Deplar Effect,Before,21,244560,False,0.58,0.549,4,-12.382,0,0.0379,0.166,0.000344,0.0907,0.629,144.091,4,afrobeat
1523,1f525vw1csOSQWAezL0YKf,Kiko Dinucci e Bando Afro Macarrônico,Pastiche Nago,Rainha das Cabeças,19,167293,False,0.73,0.736,5,-6.807,1,0.0404,0.763,0.00369,0.119,0.937,139.961,4,afrobeat
1524,7Ig85CHnKlZUzicGbgVjhJ,Afrocidade,Vivão,Topo do Mundo,19,185864,False,0.744,0.863,1,-4.424,1,0.0375,0.0242,0.000183,0.151,0.676,132.983,4,afrobeat
1525,2Ef4mtuC9eXOa37ESXA7QO,Criolo,Nó na Orelha (Instrumental),Bogotá (Instrumental),19,280546,False,0.751,0.882,5,-7.125,0,0.0603,0.00323,0.875,0.137,0.872,122.037,4,afrobeat
1526,5cvUZ6S7CavCGeGPTJGa7f,Jorge Drexler,Las 100 mejores canciones de amor del Pop Español,La trama y el desenlace,21,246013,False,0.578,0.49,11,-7.965,0,0.0343,0.0929,5.72e-05,0.119,0.72,150.016,4,afrobeat
1527,62GZeJlAOU3GM6BY6Myg3Q,Foli Griô Orquestra;DJ Vinimax;Cebolinha do Passinho,Aquecimento Caboclo Roxo,Aquecimento Caboclo Roxo,19,479204,False,0.633,0.79,9,-7.266,0,0.102,0.42,0.473,0.064,0.867,127.623,4,afrobeat
1528,7eXA7AJdR992WM2oo7C5fN,Ricardo Lemvo;Makina Loca,São Salvador,Boom Boom Tarará,19,287026,False,0.778,0.871,5,-6.088,1,0.0366,0.35,0.00915,0.0628,0.961,123.06,4,afrobeat
1529,36aaYsnvpWRGRByxTOdRhF,Ondatrópica,Baile Bucanero,Malaria,21,220280,False,0.647,0.798,7,-9.506,0,0.0384,0.125,0.0132,0.819,0.906,109.897,4,afrobeat
1530,6kWy9wZQbKVT7nmn9VWSjF,Lack Of Afro;Wax;Herbal T,Jack of All Trades,Back in Business,21,226515,False,0.815,0.925,5,-6.041,0,0.103,0.0594,0.0,0.128,0.898,116.057,4,afrobeat
1531,33oCXKT4yR7tMR9o1E174r,Plastilina Mosh,Hola Chicuelos,Naranjada,23,216933,False,0.739,0.886,7,-5.927,1,0.12,0.553,0.0112,0.307,0.814,145.02,4,afrobeat
1532,22zhfelopv8Xv6s26aoJof,BaianaSystem,ATO 3: América do Sol,Dança de Airumã,21,227986,False,0.683,0.852,7,-4.568,0,0.0654,0.179,0.00309,0.296,0.635,108.033,4,afrobeat
1533,4s745NgYuKpZpgcC4SS91y,Brownout;Brown Sabbath;Aaron Behrens,"Brownout Presents Brown Sabbath, Vol. II",Sabbath Bloody Sabbath,19,341765,False,0.332,0.786,1,-8.419,0,0.045,0.00182,0.00185,0.142,0.724,143.4,4,afrobeat
1534,2YihM9XOmwQHahqSpOui9C,Plastilina Mosh,All U Need Is Mosh,Toll Free,22,201746,False,0.746,0.722,0,-5.389,0,0.0545,0.031,0.0,0.641,0.889,138.153,4,afrobeat
1535,5KPjNZYPSOzFycfWtwuAaX,Newen Afrobeat,Curiche,Cántaros,19,432213,False,0.698,0.63,1,-8.342,0,0.0496,0.239,0.519,0.087,0.855,100.014,4,afrobeat
1536,73II8WjkIk5TyuUiHeYYHw,Mulatu Astatke;The Heliocentrics,Inspiration Information 3,An Epic Story,20,301133,False,0.389,0.672,11,-8.768,0,0.0688,0.302,0.79,0.345,0.584,173.954,4,afrobeat
1537,3nbKTtv513rzhGFgtWhGJ4,Jor'dan Armstrong;Lowell Pye,Blsd (Deluxe),Miracle,20,230225,False,0.307,0.68,6,-4.153,1,0.074,0.58,2.05e-06,0.102,0.224,74.151,5,afrobeat
1538,7JC0cOaZHSSH5865V7d44K,Los Amigos Invisibles,Arepa 3000,El Baile Del Sobón,22,226146,False,0.735,0.92,10,-7.772,1,0.269,0.0104,3.2e-05,0.699,0.68,154.988,4,afrobeat
1539,5QkUh3JKMlKETQEdz4RjAs,Samuca e a Selva,Ditados Populares Dançantes,Chama Arteira,19,262000,False,0.694,0.731,4,-5.111,0,0.0411,0.0856,2.8e-05,0.305,0.62,125.769,4,afrobeat
1540,2A6GDPdffUJyF3ubEqCWbQ,BaianaSystem;Mulú,Outras Cidades,Lucro/Descomprimindo (Mulú Remix),21,190066,False,0.853,0.607,9,-7.932,1,0.138,0.00186,0.00339,0.0897,0.187,104.984,4,afrobeat
1541,74ZYdKyVYgiemIALe3w5Za,William Onyeabor,Hypertension,The Moon and The Sun,20,560280,False,0.616,0.838,4,-6.462,1,0.0562,0.279,0.00596,0.124,0.849,145.936,3,afrobeat
1542,6tQHdDEbTulw2cMhO5SxEA,Plastilina Mosh,Tasty + B Sides,Oxidados,20,145253,False,0.463,0.996,2,-6.017,1,0.0821,0.000356,0.847,0.139,0.671,182.069,4,afrobeat
1543,5Vmk3HHkPcatdSUHdrSwzk,Plastilina Mosh,Tasty + B Sides,Afroman,23,221266,False,0.644,0.883,1,-8.481,0,0.0884,0.638,2.58e-05,0.0952,0.783,104.159,4,afrobeat
1544,4z4whpvrJuYUdD0tdOJvCJ,Pat Kalla;Le Super Mojo;Bosq,"Straight from the Decks, Vol. 2 (Guts Finest Selection from His Famous DJ Sets)",Canette - Bosq Remix,19,373515,False,0.852,0.699,10,-9.888,0,0.0717,0.104,0.0129,0.0767,0.941,123.018,4,afrobeat
1545,3wyxQsKqIesrKkca3nGMWJ,Orquestra Brasileira de Música Jamaicana,Volume I,Águas de Março,20,179866,False,0.851,0.498,5,-7.259,1,0.0427,0.741,0.888,0.162,0.896,129.1,4,afrobeat
1546,7pEd3kku2USJMe8EsA67cL,Los Amigos Invisibles,The New Sound of the Venezuelan Gozadera,Mi Linda,22,226333,False,0.727,0.897,0,-6.356,1,0.0422,0.0159,0.00999,0.286,0.897,135.087,4,afrobeat
1547,7f9WCjVd3u8XGYJ5jfrDpJ,Calle 13;Rubén Blades;La Chilinga,Los De Atrás Vienen Conmigo,La Perla (feat. Rubén Blades & La Chilinga),22,416133,False,0.735,0.681,10,-7.757,1,0.316,0.673,0.0,0.0584,0.968,90.003,4,afrobeat
1548,1elI9IOBskmT6IHYbtjc8F,Calle 13;Julian Assange;Tom Morello;Kamilya Jubran,"Multi-Viral (feat. Julian Assange, Tom Morello & Kamilya Jubran)","Multi-Viral (feat. Julian Assange, Tom Morello & Kamilya Jubran)",21,260877,False,0.501,0.963,6,-3.768,1,0.265,0.0516,0.0,0.307,0.656,165.128,4,afrobeat
1549,1nIecoI1sx4ssu9Q0T7dnz,Metá Metá,Metá Metá,Oranian,21,238811,False,0.561,0.561,7,-6.909,0,0.044,0.77,9.3e-05,0.188,0.701,106.187,4,afrobeat
1550,3hlQG5mVjjR5MupseJXkid,Limoblaze;Ada Ehi,Gold,Gold,0,174146,False,0.479,0.719,6,-7.075,0,0.109,0.214,4.85e-05,0.166,0.699,113.017,4,afrobeat
1551,6vxVWANYDzpoWJcF4vVbr2,Eben,Victory,Jesus at the Centre,41,369529,False,0.489,0.557,7,-6.027,1,0.0379,0.0329,0.0,0.208,0.11,135.907,4,afrobeat
1552,74G3HqFHDBqvev3Gow0luE,ST-Saint,4:ME,4:ME,18,226586,False,0.637,0.671,7,-6.762,0,0.231,0.0869,0.0,0.665,0.593,97.602,4,afrobeat
1553,1dxYM3qSzXe2O2RJ3rK3KI,El Michels Affair;Piya Malik,Yeti Season (Deluxe Version),Unathi,43,213749,False,0.524,0.65,4,-7.307,0,0.0415,0.0954,0.00655,0.126,0.826,107.493,4,afrobeat
1554,41irZgb5B8FQrOghV9nMtg,Ali Farka Touré;Toumani Diabaté,Ali & Toumani,56,10,417186,False,0.448,0.411,11,-10.141,1,0.0292,0.807,0.807,0.121,0.471,89.475,4,afrobeat
1555,2m6S1lrrGejWr1FOYyW7kP,TJ Cream;Edz,Many Are Called,Many Are Called,19,206958,False,0.882,0.722,2,-8.223,0,0.107,0.57,0.0,0.118,0.941,140.028,4,afrobeat
1556,7f80RhVUNhBp0c0P0uqUT3,Iconili,Tupi Novo Mundo,Mulato,18,199080,False,0.635,0.752,8,-7.316,1,0.0343,0.00616,0.851,0.226,0.832,121.92,4,afrobeat
1557,7tUhh4MxnkgNvasB6ZxlAu,Hektombe,La Negra,La Negra,18,359045,False,0.717,0.683,8,-10.197,0,0.0433,0.0364,0.00564,0.104,0.594,113.016,4,afrobeat
1558,6pwSBqZPf8gT6mWrCqrAAh,Sharyn,In Full Bloom,Mercy,18,243377,False,0.765,0.434,0,-8.515,0,0.096,0.366,0.0,0.0978,0.267,141.939,4,afrobeat
1559,4RmKtKTlBwyfeRXjzADJGl,Qyubi,Woso,Woso,19,238001,False,0.778,0.619,3,-10.109,0,0.0692,0.623,0.000922,0.144,0.684,102.017,4,afrobeat
1560,1xuYajTJZh8zZrPRmUaagf,Calle 13;Totó La Momposina;Susana Baca;Maria Rita,Entren Los Que Quieran,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",64,301426,False,0.691,0.805,2,-6.81,0,0.0947,0.59,0.0,0.0975,0.866,142.503,3,afrobeat
1561,2IbztleYrj67nOjHQATCQ2,Eddie Neblett,Walking in Authority,River,19,232586,False,0.569,0.704,5,-10.146,1,0.109,0.13,0.0,0.0725,0.865,104.725,4,afrobeat
1562,0hvUNtmLVhnOXhZmkNtyqh,Victor Rice,Drink,La Mura,20,186909,False,0.545,0.608,8,-8.642,0,0.0309,0.409,0.881,0.312,0.975,141.849,4,afrobeat
1563,4ZlesHyYfr8PQPUs0SnWDE,The Dynamics,After Laughter Comes Tears,After Laughter Comes Tears,19,284102,False,0.791,0.358,0,-12.384,1,0.0645,0.291,0.00644,0.156,0.78,83.007,4,afrobeat
1564,3tFS1lOvSjabTFmOPTNifs,BANTU;Megaloh;Ghanaian Stallion,Cash and Carry (Remix),Cash and Carry - Remix,19,237301,False,0.846,0.814,10,-4.997,1,0.227,0.0553,0.0,0.114,0.784,114.886,4,afrobeat
1565,11XWPGHeK0e82Jmtu56G4R,La Cumbia Chicharra,Hijo de Tigre,Rita,18,202640,False,0.754,0.434,5,-10.196,0,0.0664,0.0989,9.01e-05,0.133,0.946,86.01,4,afrobeat
